DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
10X307,Luisa Pineiro Fuentes School of Science and Discov,2020-21,280,0,0,42,40,45,37,59,57,0,0,0,0,0,0,0,137,0.489,143,0.511,22,0.079,17,0.061,236,0.843,0,0,1,0.004,4,0.014,0,0,53,0.189,124,0.443,245,87.5%,90.7%
10X307,Luisa Pineiro Fuentes School of Science and Discov,2021-22,250,0,0,44,40,36,39,37,54,0,0,0,0,0,0,0,119,0.476,131,0.524,18,0.072,14,0.056,212,0.848,1,0.004,0,0,5,0.02,0,0,48,0.192,121,0.484,218,87.2%,90.9%
10X308,Bronx Dance Academy School,2017-18,269,0,0,0,0,0,0,0,0,97,92,80,0,0,0,0,207,0.77,62,0.23,4,0.015,60,0.223,203,0.755,0,0,0,0,2,0.007,0,0,62,0.23,13,0.048,252,93.7%,88.6%
10X308,Bronx Dance Academy School,2018-19,271,0,0,0,0,0,0,0,0,93,94,84,0,0,0,0,202,0.745,69,0.255,4,0.015,52,0.192,212,0.782,0,0,0,0,3,0.011,0,0,61,0.225,17,0.063,250,92.3%,88.9%
10X308,Bronx Dance Academy School,2019-20,261,0,0,0,0,0,0,0,0,91,86,84,0,0,0,0,199,0.762,62,0.238,4,0.015,47,0.18,204,0.782,0,0,0,0,6,0.023,0,0,60,0.23,17,0.065,238,91.2%,89.4%
10X308,Bronx Dance Academy School,2020-21,265,0,0,0,0,0,0,0,0,98,85,82,0,0,0,0,193,0.728,72,0.272,5,0.019,46,0.174,207,0.781,2,0.008,0,0,5,0.019,0,0,61,0.23,21,0.079,233,87.9%,88.5%
10X308,Bronx Dance Academy School,2021-22,251,0,0,0,0,0,0,0,0,93,78,80,0,0,0,0,188,0.749,63,0.251,5,0.02,46,0.183,192,0.765,1,0.004,1,0.004,6,0.024,0,0,65,0.259,37,0.147,226,90.0%,87.5%
10X310,P.S. 310 Marble Hill,2017-18,749,0,72,105,131,102,125,107,107,0,0,0,0,0,0,0,353,0.471,396,0.529,13,0.017,87,0.116,622,0.83,2,0.003,1,0.001,24,0.032,0,0,117,0.156,117,0.156,Above 95%,Above 95%,88.5%
10X310,P.S. 310 Marble Hill,2018-19,674,0,68,91,96,113,97,107,102,0,0,0,0,0,0,0,341,0.506,333,0.494,14,0.021,68,0.101,575,0.853,1,0.001,1,0.001,15,0.022,0,0,117,0.174,96,0.142,633,93.9%,87.9%
10X310,P.S. 310 Marble Hill,2019-20,655,0,70,93,99,91,107,100,95,0,0,0,0,0,0,0,342,0.522,313,0.478,12,0.018,52,0.079,571,0.872,5,0.008,1,0.002,14,0.021,0,0,115,0.176,107,0.163,612,93.4%,91.6%
10X310,P.S. 310 Marble Hill,2020-21,575,0,41,84,87,92,74,106,91,0,0,0,0,0,0,0,294,0.511,281,0.489,9,0.016,51,0.089,500,0.87,4,0.007,1,0.002,10,0.017,0,0,111,0.193,120,0.209,532,92.5%,89.6%
10X310,P.S. 310 Marble Hill,2021-22,512,0,37,71,84,75,77,75,93,0,0,0,0,0,0,0,246,0.48,266,0.52,9,0.018,56,0.109,435,0.85,4,0.008,1,0.002,7,0.014,0,0,102,0.199,103,0.201,474,92.6%,89.5%
10X315,P.S. 315 Lab School,2017-18,249,0,0,19,28,19,25,29,28,30,41,30,0,0,0,0,122,0.49,127,0.51,3,0.012,33,0.133,210,0.843,1,0.004,1,0.004,1,0.004,0,0,55,0.221,39,0.157,Above 95%,Above 95%,94.4%
10X315,P.S. 315 Lab School,2018-19,230,0,0,16,22,25,19,24,28,27,29,40,0,0,0,0,117,0.509,113,0.491,4,0.017,33,0.143,191,0.83,1,0.004,0,0,1,0.004,0,0,49,0.213,31,0.135,216,93.9%,91.9%
10X315,P.S. 315 Lab School,2019-20,228,0,0,20,18,24,30,21,27,28,30,30,0,0,0,0,119,0.522,109,0.478,4,0.018,28,0.123,191,0.838,1,0.004,1,0.004,3,0.013,0,0,38,0.167,32,0.14,213,93.4%,92.0%
10X315,P.S. 315 Lab School,2020-21,224,0,0,23,20,18,23,30,21,32,27,30,0,0,0,0,114,0.509,110,0.491,4,0.018,27,0.121,187,0.835,3,0.013,1,0.004,2,0.009,0,0,39,0.174,39,0.174,211,94.2%,89.3%
10X315,P.S. 315 Lab School,2021-22,202,0,0,17,16,19,19,21,29,25,30,26,0,0,0,0,103,0.51,99,0.49,4,0.02,24,0.119,164,0.812,3,0.015,1,0.005,6,0.03,0,0,37,0.183,35,0.173,186,92.1%,89.8%
10X319,Providing Urban Learners Success In Education High,2017-18,239,0,0,0,0,0,0,0,0,0,0,0,31,64,68,76,125,0.523,114,0.477,0,0,27,0.113,137,0.573,0,0,74,0.31,1,0.004,0,0,35,0.146,11,0.046,222,92.9%,91.3%
10X319,Providing Urban Learners Success In Education High,2018-19,231,0,0,0,0,0,0,0,0,0,0,0,25,65,89,52,130,0.563,101,0.437,0,0,21,0.091,137,0.593,0,0,73,0.316,0,0,0,0,39,0.169,17,0.074,214,92.6%,92.8%
10X319,Providing Urban Learners Success In Education High,2019-20,237,0,0,0,0,0,0,0,0,0,0,0,34,52,99,52,106,0.447,131,0.553,0,0,14,0.059,146,0.616,0,0,77,0.325,0,0,0,0,47,0.198,26,0.11,216,91.1%,91.8%
10X319,Providing Urban Learners Success In Education High,2020-21,178,0,0,0,0,0,0,0,0,0,0,0,24,38,61,55,73,0.41,105,0.59,0,0,10,0.056,127,0.713,0,0,39,0.219,2,0.011,0,0,40,0.225,27,0.152,163,91.6%,94.5%
10X319,Providing Urban Learners Success In Education High,2021-22,165,0,0,0,0,0,0,0,0,0,0,0,28,50,62,25,77,0.467,88,0.533,0,0,22,0.133,108,0.655,0,0,33,0.2,2,0.012,0,0,41,0.248,27,0.164,149,90.3%,94.7%
10X331,The Bronx School of Young Leaders,2017-18,409,0,0,0,0,0,0,0,0,144,138,127,0,0,0,0,197,0.482,212,0.518,7,0.017,104,0.254,298,0.729,0,0,0,0,0,0,0,0,93,0.227,80,0.196,365,89.2%,94.8%
10X331,The Bronx School of Young Leaders,2018-19,434,0,0,0,0,0,0,0,0,156,139,139,0,0,0,0,196,0.452,238,0.548,5,0.012,115,0.265,311,0.717,2,0.005,0,0,1,0.002,0,0,111,0.256,89,0.205,375,86.4%,92.4%
10X331,The Bronx School of Young Leaders,2019-20,441,0,0,0,0,0,0,0,0,143,157,141,0,0,0,0,226,0.512,215,0.488,9,0.02,106,0.24,317,0.719,2,0.005,1,0.002,6,0.014,0,0,116,0.263,81,0.184,389,88.2%,93.4%
10X331,The Bronx School of Young Leaders,2020-21,450,0,0,0,0,0,0,0,0,155,142,153,0,0,0,0,231,0.513,219,0.487,7,0.016,103,0.229,330,0.733,1,0.002,2,0.004,7,0.016,0,0,119,0.264,98,0.218,403,89.6%,93.9%
10X331,The Bronx School of Young Leaders,2021-22,411,0,0,0,0,0,0,0,0,141,140,130,0,0,0,0,206,0.501,205,0.499,6,0.015,99,0.241,297,0.723,0,0,4,0.01,5,0.012,0,0,115,0.28,82,0.2,359,87.3%,91.9%
10X340,P.S. 340,2017-18,646,0,18,104,111,111,97,104,101,0,0,0,0,0,0,0,293,0.454,353,0.546,8,0.012,60,0.093,561,0.868,2,0.003,3,0.005,12,0.019,0,0,176,0.272,198,0.307,570,88.2%,91.9%
10X340,P.S. 340,2018-19,593,0,18,94,102,92,100,92,95,0,0,0,0,0,0,0,277,0.467,316,0.533,11,0.019,47,0.079,519,0.875,2,0.003,1,0.002,13,0.022,0,0,163,0.275,180,0.304,503,84.8%,89.1%
10X340,P.S. 340,2019-20,574,0,36,84,100,87,87,96,84,0,0,0,0,0,0,0,277,0.483,297,0.517,9,0.016,49,0.085,505,0.88,1,0.002,1,0.002,9,0.016,0,0,159,0.277,155,0.27,510,88.9%,91.3%
10X340,P.S. 340,2020-21,525,0,32,65,81,86,84,85,92,0,0,0,0,0,0,0,246,0.469,279,0.531,6,0.011,42,0.08,462,0.88,1,0.002,2,0.004,12,0.023,0,0,143,0.272,152,0.29,473,90.1%,93.1%
10X340,P.S. 340,2021-22,468,0,35,63,62,72,86,77,73,0,0,0,0,0,0,0,227,0.485,241,0.515,8,0.017,40,0.085,407,0.87,3,0.006,1,0.002,9,0.019,0,0,128,0.274,134,0.286,424,90.6%,92.4%
10X342,International School for Liberal Arts,2017-18,523,0,0,0,0,0,0,0,0,44,46,51,82,116,84,100,256,0.489,267,0.511,1,0.002,2,0.004,519,0.992,0,0,0,0,1,0.002,0,0,38,0.073,355,0.679,Above 95%,Above 95%,Above 95%
10X342,International School for Liberal Arts,2018-19,518,0,0,0,0,0,0,0,0,47,53,47,94,79,103,95,251,0.485,267,0.515,1,0.002,1,0.002,516,0.996,0,0,0,0,0,0,0,0,45,0.087,369,0.712,Above 95%,Above 95%,Above 95%
10X342,International School for Liberal Arts,2019-20,508,0,0,0,0,0,0,0,0,27,53,58,87,91,100,92,254,0.5,254,0.5,0,0,0,0,508,1,0,0,0,0,0,0,0,0,50,0.098,355,0.699,Above 95%,Above 95%,Above 95%
10X342,International School for Liberal Arts,2020-21,532,0,0,0,0,0,0,0,0,45,42,56,100,87,110,92,248,0.466,284,0.534,0,0,0,0,532,1,0,0,0,0,0,0,0,0,60,0.113,415,0.78,Above 95%,Above 95%,Above 95%
10X342,International School for Liberal Arts,2021-22,490,0,0,0,0,0,0,0,0,43,43,42,88,90,99,85,225,0.459,265,0.541,0,0,0,0,490,1,0,0,0,0,0,0,0,0,53,0.108,383,0.782,428,87.3%,94.6%
10X344,Ampark Neighborhood,2017-18,395,0,16,57,59,64,62,58,79,0,0,0,0,0,0,0,185,0.468,210,0.532,15,0.038,54,0.137,250,0.633,8,0.02,3,0.008,65,0.165,0,0,81,0.205,11,0.028,213,53.9%,49.7%
10X344,Ampark Neighborhood,2018-19,378,0,35,52,58,51,65,62,55,0,0,0,0,0,0,0,177,0.468,201,0.532,14,0.037,49,0.13,237,0.627,12,0.032,3,0.008,63,0.167,0,0,87,0.23,14,0.037,201,53.2%,47.8%
10X344,Ampark Neighborhood,2019-20,388,0,35,52,58,57,61,64,61,0,0,0,0,0,0,0,175,0.451,213,0.549,14,0.036,54,0.139,243,0.626,15,0.039,4,0.01,58,0.149,0,0,101,0.26,11,0.028,199,51.3%,51.1%
10X344,Ampark Neighborhood,2020-21,368,0,30,57,51,57,56,57,60,0,0,0,0,0,0,0,176,0.478,192,0.522,18,0.049,57,0.155,216,0.587,14,0.038,3,0.008,60,0.163,0,0,87,0.236,10,0.027,173,47.0%,49.7%
10X344,Ampark Neighborhood,2021-22,341,0,36,52,52,46,53,51,51,0,0,0,0,0,0,0,157,0.46,184,0.54,19,0.056,44,0.129,206,0.604,19,0.056,2,0.006,51,0.15,0,0,69,0.202,15,0.044,198,58.1%,48.3%
10X351,Bronx Collaborative High School,2017-18,553,0,0,0,0,0,0,0,0,0,0,0,161,135,128,129,270,0.488,283,0.512,11,0.02,165,0.298,344,0.622,4,0.007,3,0.005,22,0.04,4,0.007,120,0.217,107,0.193,469,84.8%,86.3%
10X351,Bronx Collaborative High School,2018-19,587,0,0,0,0,0,0,0,0,0,0,0,171,164,127,125,291,0.496,296,0.504,20,0.034,168,0.286,371,0.632,4,0.007,2,0.003,20,0.034,2,0.003,135,0.23,112,0.191,481,81.9%,85.8%
10X351,Bronx Collaborative High School,2019-20,561,0,0,0,0,0,0,0,0,0,0,1,138,164,150,108,282,0.503,279,0.497,18,0.032,157,0.28,355,0.633,3,0.005,5,0.009,21,0.037,2,0.004,121,0.216,96,0.171,456,81.3%,87.2%
10X351,Bronx Collaborative High School,2020-21,554,0,0,0,0,0,0,0,0,0,0,0,104,148,155,147,269,0.486,285,0.514,19,0.034,144,0.26,359,0.648,4,0.007,7,0.013,19,0.034,2,0.004,137,0.247,101,0.182,457,82.5%,87.5%
10X351,Bronx Collaborative High School,2021-22,505,0,0,0,0,0,0,0,0,0,0,0,117,99,131,158,233,0.461,272,0.539,20,0.04,116,0.23,348,0.689,2,0.004,5,0.01,13,0.026,1,0.002,147,0.291,99,0.196,431,85.3%,89.3%
10X353,World View High School,2017-18,495,0,0,0,0,0,0,0,0,0,0,0,147,159,105,84,257,0.519,238,0.481,4,0.008,109,0.22,368,0.743,0,0,4,0.008,4,0.008,6,0.012,93,0.188,148,0.299,408,82.4%,84.4%
10X353,World View High School,2018-19,551,0,0,0,0,0,0,0,0,0,0,0,161,140,151,99,305,0.554,246,0.446,7,0.013,127,0.23,394,0.715,1,0.002,6,0.011,5,0.009,11,0.02,99,0.18,138,0.25,428,77.7%,81.4%
10X353,World View High School,2019-20,583,0,0,0,0,0,0,0,0,0,0,0,159,153,134,137,329,0.564,254,0.436,11,0.019,131,0.225,419,0.719,2,0.003,6,0.01,5,0.009,9,0.015,116,0.199,136,0.233,461,79.1%,83.8%
10X353,World View High School,2020-21,603,0,0,0,0,0,0,0,0,0,0,1,163,154,154,131,327,0.542,276,0.458,21,0.035,133,0.221,431,0.715,2,0.003,3,0.005,7,0.012,6,0.01,123,0.204,160,0.265,488,80.9%,84.7%
10X353,World View High School,2021-22,584,0,0,0,0,0,0,0,0,0,0,0,163,145,141,135,310,0.531,274,0.469,28,0.048,120,0.205,416,0.712,3,0.005,2,0.003,9,0.015,6,0.01,116,0.199,162,0.277,488,83.6%,87.2%
10X360,P.S. 360,2017-18,490,0,47,72,75,87,72,73,64,0,0,0,0,0,0,0,230,0.469,260,0.531,10,0.02,55,0.112,410,0.837,0,0,0,0,15,0.031,0,0,112,0.229,89,0.182,463,94.5%,88.7%
10X360,P.S. 360,2018-19,433,0,49,47,66,70,71,64,66,0,0,0,0,0,0,0,198,0.457,235,0.543,9,0.021,48,0.111,361,0.834,0,0,2,0.005,13,0.03,0,0,102,0.236,78,0.18,405,93.5%,88.2%
10X360,P.S. 360,2019-20,389,1,47,43,50,56,63,70,59,0,0,0,0,0,0,0,187,0.481,202,0.519,4,0.01,47,0.121,331,0.851,0,0,1,0.003,6,0.015,0,0,84,0.216,73,0.188,358,92.0%,90.6%
10X360,P.S. 360,2020-21,357,2,28,50,43,47,56,61,70,0,0,0,0,0,0,0,177,0.496,180,0.504,2,0.006,45,0.126,303,0.849,0,0,1,0.003,5,0.014,1,0.003,85,0.238,77,0.216,330,92.4%,89.2%
10X360,P.S. 360,2021-22,346,2,42,40,53,45,47,52,65,0,0,0,0,0,0,0,165,0.477,181,0.523,1,0.003,31,0.09,311,0.899,0,0,1,0.003,2,0.006,0,0,71,0.205,70,0.202,301,87.0%,85.9%
10X363,Academy For Personal Leadership And Excellence,2017-18,557,0,0,0,0,0,0,0,0,180,197,180,0,0,0,0,242,0.434,315,0.566,9,0.016,57,0.102,483,0.867,1,0.002,2,0.004,5,0.009,0,0,143,0.257,187,0.336,527,94.6%,93.8%
10X363,Academy For Personal Leadership And Excellence,2018-19,582,0,0,0,0,0,0,0,0,165,219,198,0,0,0,0,266,0.457,316,0.543,11,0.019,63,0.108,495,0.851,1,0.002,5,0.009,7,0.012,0,0,162,0.278,183,0.314,538,92.4%,93.3%
10X363,Academy For Personal Leadership And Excellence,2019-20,889,0,0,0,0,0,0,0,0,260,308,321,0,0,0,0,401,0.451,488,0.549,21,0.024,129,0.145,710,0.799,1,0.001,10,0.011,18,0.02,0,0,253,0.285,241,0.271,821,92.4%,94.4%
10X363,Academy For Personal Leadership And Excellence,2020-21,803,0,0,0,0,0,0,0,0,195,301,307,0,0,0,0,368,0.458,435,0.542,23,0.029,103,0.128,649,0.808,2,0.002,7,0.009,19,0.024,0,0,212,0.264,239,0.298,742,92.4%,94.9%
10X363,Academy For Personal Leadership And Excellence,2021-22,726,0,0,0,0,0,0,0,0,192,246,288,0,0,0,0,337,0.464,389,0.536,15,0.021,82,0.113,607,0.836,1,0.001,8,0.011,13,0.018,0,0,177,0.244,220,0.303,666,91.7%,93.5%
10X368,In-Tech Academy (M.S. / High School 368),2017-18,1003,0,0,0,0,0,0,0,0,155,170,155,192,148,96,87,468,0.467,535,0.533,41,0.041,88,0.088,818,0.816,4,0.004,11,0.011,40,0.04,1,0.001,211,0.21,166,0.166,874,87.1%,82.0%
10X368,In-Tech Academy (M.S. / High School 368),2018-19,1022,0,0,0,0,0,0,0,0,149,155,176,175,167,97,103,463,0.453,559,0.547,43,0.042,86,0.084,841,0.823,4,0.004,10,0.01,37,0.036,1,0.001,222,0.217,171,0.167,882,86.3%,80.9%
10X368,In-Tech Academy (M.S. / High School 368),2019-20,1000,0,0,0,0,0,0,0,0,124,151,157,169,188,106,105,474,0.474,526,0.526,34,0.034,78,0.078,844,0.844,5,0.005,9,0.009,30,0.03,0,0,212,0.212,171,0.171,874,87.4%,82.8%
10X368,In-Tech Academy (M.S. / High School 368),2020-21,997,0,0,0,0,0,0,0,0,132,124,145,181,182,130,103,472,0.473,525,0.527,30,0.03,73,0.073,853,0.856,3,0.003,9,0.009,29,0.029,0,0,207,0.208,176,0.177,859,86.2%,83.1%
10X368,In-Tech Academy (M.S. / High School 368),2021-22,954,0,0,0,0,0,0,0,0,141,135,128,146,181,111,112,458,0.48,496,0.52,22,0.023,74,0.078,816,0.855,3,0.003,6,0.006,33,0.035,0,0,216,0.226,166,0.174,823,86.3%,84.0%
10X374,Knowledge and Power Preparatory Academy Internatio,2017-18,488,0,0,0,0,0,0,0,0,0,0,0,151,116,117,104,285,0.584,203,0.416,12,0.025,133,0.273,316,0.648,0,0,3,0.006,16,0.033,8,0.016,118,0.242,70,0.143,451,92.4%,85.7%
10X374,Knowledge and Power Preparatory Academy Internatio,2018-19,464,0,0,0,0,0,0,0,0,0,0,0,122,130,107,105,280,0.603,184,0.397,10,0.022,125,0.269,308,0.664,1,0.002,3,0.006,13,0.028,4,0.009,116,0.25,51,0.11,409,88.1%,85.4%
10X374,Knowledge and Power Preparatory Academy Internatio,2019-20,421,0,0,0,0,0,0,0,0,0,0,0,105,114,109,93,244,0.58,177,0.42,9,0.021,112,0.266,284,0.675,1,0.002,2,0.005,12,0.029,1,0.002,100,0.238,43,0.102,368,87.4%,88.3%
10X374,Knowledge and Power Preparatory Academy Internatio,2020-21,401,0,0,0,0,0,0,0,0,0,0,0,105,91,103,102,235,0.586,166,0.414,11,0.027,107,0.267,269,0.671,1,0.002,2,0.005,9,0.022,2,0.005,97,0.242,57,0.142,363,90.5%,87.0%
10X374,Knowledge and Power Preparatory Academy Internatio,2021-22,376,0,0,0,0,0,0,0,0,0,0,0,103,99,77,97,221,0.588,155,0.412,13,0.035,99,0.263,252,0.67,1,0.003,1,0.003,7,0.019,3,0.008,88,0.234,53,0.141,341,90.7%,87.4%
10X382,"Elementary School for Math, Science, and Technolog",2017-18,273,0,0,37,38,49,53,57,39,0,0,0,0,0,0,0,149,0.546,124,0.454,0,0,61,0.223,209,0.766,0,0,2,0.007,1,0.004,0,0,44,0.161,93,0.341,Above 95%,Above 95%,Above 95%
10X382,"Elementary School for Math, Science, and Technolog",2018-19,278,0,0,44,38,42,54,46,54,0,0,0,0,0,0,0,145,0.522,133,0.478,2,0.007,62,0.223,212,0.763,0,0,2,0.007,0,0,0,0,52,0.187,81,0.291,Above 95%,Above 95%,Above 95%
10X382,"Elementary School for Math, Science, and Technolog",2019-20,278,0,0,40,46,37,46,62,47,0,0,0,0,0,0,0,143,0.514,135,0.486,2,0.007,67,0.241,207,0.745,0,0,2,0.007,0,0,0,0,55,0.198,90,0.324,Above 95%,Above 95%,Above 95%
10X382,"Elementary School for Math, Science, and Technolog",2020-21,273,0,0,45,38,45,41,44,60,0,0,0,0,0,0,0,137,0.502,136,0.498,2,0.007,56,0.205,213,0.78,0,0,2,0.007,0,0,0,0,55,0.201,87,0.319,Above 95%,Above 95%,Above 95%
10X382,"Elementary School for Math, Science, and Technolog",2021-22,242,0,0,28,38,37,50,43,46,0,0,0,0,0,0,0,106,0.438,136,0.562,1,0.004,47,0.194,191,0.789,1,0.004,1,0.004,1,0.004,0,0,49,0.202,89,0.368,Above 95%,Above 95%,Above 95%
10X386,School for Environmental Citizenship,2017-18,598,0,72,92,81,94,91,96,72,0,0,0,0,0,0,0,283,0.473,315,0.527,3,0.005,77,0.129,510,0.853,0,0,0,0,8,0.013,0,0,108,0.181,201,0.336,Above 95%,Above 95%,Above 95%
10X386,School for Environmental Citizenship,2018-19,604,0,71,89,87,78,95,86,98,0,0,0,0,0,0,0,280,0.464,324,0.536,4,0.007,70,0.116,521,0.863,0,0,0,0,9,0.015,0,0,110,0.182,197,0.326,Above 95%,Above 95%,Above 95%
10X386,School for Environmental Citizenship,2019-20,578,1,68,90,78,89,74,94,84,0,0,0,0,0,0,0,273,0.472,305,0.528,4,0.007,66,0.114,502,0.869,0,0,0,0,6,0.01,0,0,93,0.161,171,0.296,Above 95%,Above 95%,Above 95%
10X386,School for Environmental Citizenship,2020-21,514,0,41,63,93,73,87,68,89,0,0,0,0,0,0,0,250,0.486,264,0.514,5,0.01,55,0.107,447,0.87,0,0,0,0,7,0.014,0,0,76,0.148,141,0.274,Above 95%,Above 95%,Above 95%
10X386,School for Environmental Citizenship,2021-22,464,27,53,47,56,81,66,71,63,0,0,0,0,0,0,0,232,0.5,232,0.5,3,0.006,57,0.123,396,0.853,0,0,0,0,8,0.017,0,0,58,0.125,123,0.265,Above 95%,Above 95%,93.9%
10X390,M.S. 390,2017-18,539,0,0,0,0,0,0,0,0,187,188,164,0,0,0,0,234,0.434,305,0.566,3,0.006,69,0.128,466,0.865,0,0,0,0,1,0.002,0,0,137,0.254,160,0.297,Above 95%,Above 95%,Above 95%
10X390,M.S. 390,2018-19,539,0,0,0,0,0,0,0,0,168,190,181,0,0,0,0,248,0.46,291,0.54,6,0.011,70,0.13,460,0.853,0,0,1,0.002,2,0.004,0,0,142,0.263,150,0.278,Above 95%,Above 95%,93.4%
10X390,M.S. 390,2019-20,550,0,0,0,0,0,0,0,0,200,183,167,0,0,0,0,255,0.464,295,0.536,6,0.011,82,0.149,454,0.825,0,0,2,0.004,6,0.011,0,0,125,0.227,150,0.273,Above 95%,Above 95%,94.7%
10X390,M.S. 390,2020-21,547,0,0,0,0,0,0,0,0,180,190,177,0,0,0,0,255,0.466,292,0.534,5,0.009,91,0.166,442,0.808,0,0,3,0.005,6,0.011,0,0,110,0.201,158,0.289,507,92.7%,92.0%
10X390,M.S. 390,2021-22,470,0,0,0,0,0,0,0,0,131,169,170,0,0,0,0,201,0.428,269,0.572,2,0.004,72,0.153,386,0.821,0,0,5,0.011,5,0.011,0,0,106,0.226,120,0.255,438,93.2%,92.5%
10X391,The Angelo Patri Middle School,2017-18,530,0,0,0,0,0,0,0,0,181,160,189,0,0,0,0,233,0.44,297,0.56,8,0.015,116,0.219,394,0.743,0,0,5,0.009,7,0.013,0,0,140,0.264,191,0.36,491,92.6%,Above 95%
10X391,The Angelo Patri Middle School,2018-19,475,0,0,0,0,0,0,0,0,150,173,152,0,0,0,0,222,0.467,253,0.533,9,0.019,110,0.232,348,0.733,0,0,3,0.006,5,0.011,0,0,127,0.267,169,0.356,439,92.4%,Above 95%
10X391,The Angelo Patri Middle School,2019-20,467,0,0,0,0,0,0,0,0,133,158,176,0,0,0,0,225,0.482,242,0.518,8,0.017,104,0.223,345,0.739,0,0,5,0.011,5,0.011,0,0,125,0.268,145,0.31,Above 95%,Above 95%,Above 95%
10X391,The Angelo Patri Middle School,2020-21,407,0,0,0,0,0,0,0,0,109,145,153,0,0,0,0,188,0.462,219,0.538,4,0.01,93,0.229,306,0.752,0,0,2,0.005,2,0.005,0,0,111,0.273,125,0.307,379,93.1%,Above 95%
10X391,The Angelo Patri Middle School,2021-22,358,0,0,0,0,0,0,0,0,108,112,138,0,0,0,0,169,0.472,189,0.528,1,0.003,81,0.226,271,0.757,1,0.003,3,0.008,1,0.003,0,0,91,0.254,113,0.316,331,92.5%,Above 95%
10X396,P.S. 396,2017-18,339,0,36,49,43,42,48,61,60,0,0,0,0,0,0,0,137,0.404,202,0.596,3,0.009,61,0.18,265,0.782,1,0.003,2,0.006,7,0.021,0,0,117,0.345,76,0.224,314,92.6%,92.8%
10X396,P.S. 396,2018-19,291,0,36,39,44,37,38,47,50,0,0,0,0,0,0,0,131,0.45,160,0.55,3,0.01,52,0.179,234,0.804,0,0,1,0.003,1,0.003,0,0,103,0.354,58,0.199,271,93.1%,92.6%
10X396,P.S. 396,2019-20,294,3,33,41,44,43,45,42,43,0,0,0,0,0,0,0,134,0.456,160,0.544,4,0.014,46,0.156,242,0.823,0,0,1,0.003,1,0.003,0,0,110,0.374,67,0.228,273,92.9%,93.9%
10X396,P.S. 396,2020-21,271,0,30,37,42,46,38,40,38,0,0,0,0,0,0,0,126,0.465,145,0.535,7,0.026,41,0.151,221,0.815,0,0,1,0.004,1,0.004,0,0,91,0.336,61,0.225,237,87.5%,90.5%
10X396,P.S. 396,2021-22,246,3,29,29,41,35,36,35,38,0,0,0,0,0,0,0,114,0.463,132,0.537,5,0.02,51,0.207,184,0.748,1,0.004,2,0.008,3,0.012,0,0,90,0.366,41,0.167,219,89.0%,89.5%
10X397,English Language Learners and International Suppor,2017-18,350,0,0,0,0,0,0,0,0,0,0,0,113,103,67,67,145,0.414,205,0.586,10,0.029,62,0.177,258,0.737,1,0.003,4,0.011,15,0.043,0,0,2,0.006,315,0.9,332,94.9%,Above 95%
10X397,English Language Learners and International Suppor,2018-19,309,0,0,0,0,0,0,0,0,0,0,0,83,71,91,64,136,0.44,173,0.56,7,0.023,66,0.214,214,0.693,1,0.003,8,0.026,13,0.042,0,0,2,0.006,295,0.955,274,88.7%,Above 95%
10X397,English Language Learners and International Suppor,2019-20,316,0,0,0,0,0,0,0,0,0,0,0,84,71,72,89,147,0.465,169,0.535,13,0.041,67,0.212,212,0.671,1,0.003,11,0.035,12,0.038,0,0,3,0.009,294,0.93,298,94.3%,Above 95%
10X397,English Language Learners and International Suppor,2020-21,270,0,0,0,0,0,0,0,0,0,0,0,31,92,65,82,127,0.47,143,0.53,16,0.059,56,0.207,176,0.652,0,0,12,0.044,10,0.037,0,0,4,0.015,228,0.844,Above 95%,Above 95%,Above 95%
10X397,English Language Learners and International Suppor,2021-22,268,0,0,0,0,0,0,0,0,0,0,0,99,55,54,60,130,0.485,138,0.515,7,0.026,53,0.198,194,0.724,0,0,8,0.03,6,0.022,0,0,4,0.015,220,0.821,242,90.3%,Above 95%
10X433,High School for Teaching and the Professions,2017-18,447,0,0,0,0,0,0,0,0,0,0,0,130,117,98,102,237,0.53,210,0.47,11,0.025,72,0.161,344,0.77,0,0,0,0,16,0.036,4,0.009,114,0.255,101,0.226,410,91.7%,92.6%
10X433,High School for Teaching and the Professions,2018-19,414,0,0,0,0,0,0,0,0,0,0,0,119,105,110,80,220,0.531,194,0.469,12,0.029,60,0.145,319,0.771,0,0,1,0.002,18,0.043,4,0.01,98,0.237,109,0.263,369,89.1%,93.6%
10X433,High School for Teaching and the Professions,2019-20,414,0,0,0,0,0,0,0,0,0,0,0,113,105,106,90,210,0.507,204,0.493,11,0.027,55,0.133,330,0.797,0,0,2,0.005,15,0.036,1,0.002,95,0.229,99,0.239,371,89.6%,92.1%
